iter	RMSE
235	0.04752537406
236	0.04751137478
237	0.04750782489
238	0.047495853
239	0.04748883386
240	0.04748370293
241	0.04747531779
242	0.04746837098
243	0.04745567815
244	0.0474446563
245	0.04743684333
246	0.0474169948
247	0.04741095522
248	0.04740618284
249	0.04739668369
250	0.04738752613
251	0.04738186924
252	0.04737692856
253	0.04736626458
254	0.04735338355
255	0.04734729196
256	0.04734018894
257	0.04733596273
258	0.04733140774
259	0.04732486387
260	0.04730669085
261	0.04729861244
262	0.04729009483
263	0.04728439323
264	0.04728116799
265	0.04727272102
266	0.04725815827
267	0.04725132501
268	0.0472420423
269	0.04723796504
270	0.04721778063
271	0.04720545277
272	0.04719909467
273	0.04719105979
274	0.04718666647
275	0.04717832214
276	0.04717172839
277	0.04716600574
278	0.04716142443
279	0.04715859116
280	0.04715065325
281	0.04714674964
282	0.04713880702
283	0.04713369711
284	0.04712888151
285	0.04712541207
286	0.04712308604
287	0.04711904403
288	0.0471149235
289	0.04711049715
290	0.04710352529
291	0.04708650906
292	0.04708252615
293	0.04707578645
294	0.0470671245
295	0.04706292309
296	0.04705845103
297	0.04705605139
298	0.04704957184
299	0.04704570223
300	0.04704081025
301	0.04703773722
302	0.04703026508
303	0.04702595673
304	0.04702240194
305	0.04701838995
306	0.04701601469
307	0.047011614
308	0.04700658784
309	0.04700315847
310	0.04700075836
311	0.0469967162
312	0.04699362736
313	0.0469902142
314	0.04698747936
315	0.04698283797
316	0.04697797021
317	0.04697292193
318	0.0469706748
319	0.04696774924
320	0.04696277738
321	0.04696061809
322	0.04695698113
323	0.04695315574
324	0.04695075832
325	0.04694785754
326	0.04694483274
327	0.046942493
328	0.0469394846
329	0.04693609984
330	0.04693422232
331	0.04693223835
332	0.04692940745
333	0.04692740166
334	0.04692281149
335	0.04691992264
336	0.04691581195
337	0.04691179884
338	0.04690516867
339	0.04690249306
340	0.04689992029
341	0.04689709316
342	0.04689417716
343	0.04688562468
344	0.04688307738
345	0.04688039649
346	0.04687763047
347	0.04687392352
348	0.04687092386
349	0.04686527991
350	0.04686244848
351	0.04686039775
352	0.04685444783
353	0.04685275769
354	0.04684989382
355	0.04684786777
356	0.04684505247
357	0.04684223154
358	0.04683884382
359	0.04683630425
360	0.0468340438
361	0.04683125769
362	0.04682779605
363	0.04682514571
364	0.04682266912
365	0.04682049283
366	0.04681847714
367	0.04681582236
368	0.04681368082
369	0.04680890706
370	0.04680604527
371	0.04680311813
372	0.04680125641
373	0.04679914676
374	0.04679704766
375	0.04679431732
376	0.04679177182
377	0.04678926421
378	0.0467869061
379	0.04678468699
380	0.04678194946
381	0.04678009807
382	0.04677111651
383	0.04676845599
384	0.04676556265
385	0.04676361436
386	0.04676137785
387	0.04675826209
388	0.04675629627
389	0.04675378112
390	0.04675156263
391	0.04674906033
392	0.04674649973
393	0.04674414015
394	0.04674166598
395	0.04673942271
396	0.04673724889
397	0.04673473584
398	0.04673253148
399	0.04672900753
400	0.0467267151
401	0.04672467749
402	0.04672160377
403	0.04671808317
404	0.04671562809
405	0.04671341296
406	0.04671120098
407	0.04670702825
408	0.04670476209
409	0.04670210432
410	0.04670023375
411	0.04669828648
412	0.04669607131
413	0.04669400368
414	0.04669196822
415	0.04669005012
416	0.04668780507
417	0.04668566625
418	0.04668415756
419	0.04668191106
420	0.04668011849
421	0.04667807052
422	0.04667580752
423	0.04667390122
424	0.04667200714
425	0.04666993371
426	0.04666461328
427	0.04666232816
428	0.04665972191
429	0.04665106465
430	0.04664882018
431	0.04664601218
432	0.04664436313
433	0.0466424458
434	0.04664007863
435	0.04663842796
436	0.04663619473
437	0.04663040454
438	0.04662841903
439	0.04662659161
440	0.04662347525
441	0.04662092848
442	0.04661878528
443	0.04661590996
444	0.0466140265
445	0.04661178642
446	0.04660962556
447	0.04660723748
448	0.04660488052
449	0.04660308916
450	0.04659763854
451	0.04659587884
452	0.04659389984
453	0.04659140804
454	0.04658913559
455	0.04658683476
456	0.04658517524
457	0.04658281444
458	0.04658113803
459	0.04657969665
460	0.04657742937
461	0.04657535812
462	0.04657329641
463	0.04657147244
464	0.04657002863
465	0.04656803823
466	0.0465665285
467	0.0465640667
468	0.04655197785
469	0.04654922832
470	0.04654761427
471	0.04654506896
472	0.04654311773
473	0.04654062513
474	0.04653895435
475	0.04653732422
476	0.04653495582
477	0.04653286768
478	0.04653107633
479	0.04652883222
480	0.04652578854
481	0.04652367905
482	0.04652257094
483	0.04652017176
484	0.04651856509
485	0.04651663201
486	0.04651567851
487	0.04651040164
488	0.04650884419
489	0.04650666386
490	0.04650263747
491	0.04650024459
492	0.04649835364
493	0.04649622602
494	0.04649440283
495	0.04649285631
496	0.04649084856
497	0.04648894302
498	0.04648749737
499	0.04648599811
500	0.04648491064
501	0.04648149033
502	0.0464788486
503	0.04647680103
504	0.04647496675
505	0.0464724015
506	0.04647062051
507	0.04646144496
508	0.04645974114
509	0.04645383976
510	0.0464520289
511	0.04645014749
512	0.04644723032
513	0.04644513987
514	0.04644339383
515	0.04644172585
516	0.04643996601
517	0.04643785176
518	0.04643591213
519	0.04643440347
520	0.04643261634
521	0.04643102416
522	0.04642913218
523	0.04642743873
524	0.04642399029
525	0.04642239691
526	0.04642073523
527	0.04641904037
528	0.04641708382
529	0.04641436502
530	0.04641260445
531	0.04641033047
532	0.04640782241
533	0.04640616888
534	0.04640452047
535	0.04640281149
536	0.04640158951
537	0.04639939064
538	0.04639770742
539	0.04639542554
540	0.04639359307
541	0.04639210555
542	0.04639042681
543	0.04638873764
544	0.04638767775
545	0.04638623854
546	0.04638453139
547	0.04638303232
548	0.04638110627
549	0.04637947546
550	0.0463770522
551	0.04637515901
552	0.04637381751
553	0.04637180216
554	0.0463695613
555	0.04636763221
556	0.04636555541
557	0.04636401017
558	0.0463629827
559	0.04636144564
560	0.04635968365
561	0.04635799958
562	0.04635559672
563	0.04635344428
564	0.04635084971
565	0.04634925869
566	0.04634747922
567	0.04634587499
568	0.04634378331
569	0.04633625215
570	0.04633467577
571	0.0463325148
572	0.04633069988
573	0.04632824105
574	0.04632627758
575	0.04632500213
576	0.04632368608
577	0.04632244761
578	0.04632058908
579	0.04631879568
580	0.04631735732
581	0.04631513293
582	0.0463125298
583	0.04631055211
584	0.04630858534
585	0.04630645149
586	0.04630506064
587	0.04630338459
588	0.0463010175
589	0.04629907846
590	0.0462973605
591	0.04629591579
592	0.04629460787
593	0.04629278657
594	0.04629093785
595	0.04628932232
596	0.04628797193
597	0.04628646463
598	0.04628416137
599	0.04628041041
